CEP	CLIENTES	CATEGORIA	BAIRRO_CANDIDATO	FAMILIAS
74465100	81	BAIRROS_DIFERENTES	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (79) | NOVA ESPERANCA (1) | JARDIM GRAMADO (1)
74465190	57	CANDIDATO_REVISAR_PRINCIPAL	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (56) | NOVA ESPERANCA (1)
74465215	18	CANDIDATO_REVISAR_PRINCIPAL	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (17) | PARQUE TREMENDAO (1)
74465280	60	BAIRROS_DIFERENTES	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (57) | SANTOS DUMONT (1) | CANDIDA DE MORAES (1) | NOVA ESPERANCA (1)
74465310	24	BAIRROS_DIFERENTES	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (21) | JARDIM NOVO MUNDO (2) | BARRA DA TIJUCA (1)
74465360	6	BAIRROS_DIFERENTES	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (5) | NOVA ESPERANCA (1)
74465390	46	CANDIDATO_REVISAR_PRINCIPAL	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (44) | NOVA ESPERANCA (2)
74465445	306	BAIRROS_DIFERENTES	JARDIM NOVA ESPERANCA	JARDIM NOVA ESPERANCA (279) | CANDIDA DE MORAES (26) | JARDIM COLORADO (1)
74465524	19	CANDIDATO_REVISAR_PRINCIPAL	MARABA	MARABA (17) | NOROESTE (2)
74465527	6	BAIRROS_DIFERENTES	MARABA	MARABA (5) | RESIDENCIAL SAO MARCOS (1)
74465553	2	BAIRROS_DIFERENTES	MARABA	MARABA (1) | NOROESTE (1)
74470015	5	BAIRROS_DIFERENTES	FAZENDA CAVEIRA	FAZENDA CAVEIRA (2) | CHACARAS MANSOES ROSAS DE OURO (2) | RESIDENCIAL ANGLO (1)
74470065	2	BAIRROS_DIFERENTES	RECREIO SAO JOAQUIM	RECREIO SAO JOAQUIM (1) | CHACARAS DE RECREIO SAO JOAQUIM (1)
74470071	3	BAIRROS_DIFERENTES	CHACARAS MANSOES ROSAS DE OURO	CHACARAS MANSOES ROSAS DE OURO (2) | MANSOES ROSAS DE OURO (1)
74470275	3	BAIRROS_DIFERENTES	CHACARAS DE RECREIO SAO JOAQUIM	CHACARAS DE RECREIO SAO JOAQUIM (1) | SANTOS DUMONT (1) | RECREIO SAO JOAQUIM (1)
74470700	10	BAIRROS_DIFERENTES	RESIDENCIAL JARDIM HELOU	RESIDENCIAL JARDIM HELOU (7) | JARDIM HELLOU (3)
74470705	23	BAIRROS_DIFERENTES	JARDIM HELLOU	JARDIM HELLOU (13) | RESIDENCIAL JARDIM HELOU (7) | JARDIM VISTA BELA (2) | JARDIM NOVA ESPERANCA (1)
74470750	3	BAIRROS_DIFERENTES	RESIDENCIAL JARDIM HELOU	RESIDENCIAL JARDIM HELOU (2) | JARDIM HELLOU (1)
74470760	3	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (1) | JARDIM HELLOU (1) | RESIDENCIAL JARDIM HELOU (1)
74470825	11	BAIRROS_DIFERENTES	JARDIM CAMARGO	JARDIM CAMARGO (7) | RESIDENCIAL JARDIM CAMARGO (3) | JARDIM COLORADO (1)
74470850	17	BAIRROS_DIFERENTES	JARDIM CAMARGO	JARDIM CAMARGO (11) | RESIDENCIAL JARDIM CAMARGO (6)
74470855	5	BAIRROS_DIFERENTES	JARDIM CAMARGO	JARDIM CAMARGO (2) | JARDIM HELLOU (2) | RESIDENCIAL JARDIM CAMARGO (1)
74473530	4	BAIRROS_DIFERENTES	VILA FINSOCIAL	VILA FINSOCIAL (3) | FINSOCIAL (1)
74473782	3	BAIRROS_DIFERENTES	VILA FINSOCIAL	VILA FINSOCIAL (2) | FINSOCIAL (1)
74473792	6	BAIRROS_DIFERENTES	VILA FINSOCIAL	VILA FINSOCIAL (5) | FINSOCIAL (1)
74473838	12	CANDIDATO_REVISAR_PRINCIPAL	RESIDENCIAL MARINGA	RESIDENCIAL MARINGA (10) | JARDIM COLORADO (2)
74474000	6	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (5) | PARQUE TREMENDAO (1)
74474001	20	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (18) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474003	15	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (14) | JARDIM HELLOU (1)
74474006	85	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (83) | JARDIM COLORADO QD 12 LT 11 (1) | SAO CARLOS (1)
74474008	7	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (5) | JARDIM VISTA BELA (1) | PARQUE TREMENDAO (1)
74474009	60	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (59) | JARDIM DAS HORTENCIAS (1)
74474010	12	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (8) | JARDIM DAS HORTENCIAS (4)
74474011	59	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (57) | JARDIM DAS HORTENCIAS (1) | RESIDENCIAL JARDIM COLORADO (1)
74474015	10	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (9) | MANSOES PARAISO (1)
74474017	14	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (13) | NOVO PLANALTO (1)
74474018	33	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (32) | JARDIM COLORADO 1 (1)
74474022	9	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (8) | JARDIM VISTA BELA (1)
74474023	33	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (32) | PARQUE TREMENDAO (1)
74474024	11	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (6) | JARDIM HELLOU (2) | JARDIM VISTA BELA (2) | JARDIM CAMARGO (1)
74474030	3	BAIRROS_DIFERENTES	VISTA BELA	VISTA BELA (2) | JARDIM VISTA BELA (1)
74474031	6	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (5) | RESIDENCIAL FORTALEZA (1)
74474038	4	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (2)
74474040	3	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (1)
74474041	9	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (8) | NOVO PLANALTO (1)
74474047	52	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (51) | VILA MUTIRAO (1)
74474048	45	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (43) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474103	34	CANDIDATO_REVISAR_PRINCIPAL	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (33) | PARQUE TREMENDAO (1)
74474108	3	BAIRROS_DIFERENTES	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (2) | JARDIM COLORADO (1)
74474110	4	BAIRROS_DIFERENTES	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (3) | JARDIM CURITIBA IV (1)
74474114	3	BAIRROS_DIFERENTES	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (2) | JARDIM VISTA BELA (1)
74474115	10	BAIRROS_DIFERENTES	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (9) | RESIDENCIAL MARINGA (1)
74474119	2	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (1) | JARDIM DAS HORTENCIAS (1)
74474123	17	CANDIDATO_REVISAR_PRINCIPAL	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (16) | JARDIM COLORADO (1)
74474129	12	CANDIDATO_REVISAR_PRINCIPAL	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (11) | JARDIM COLORADO (1)
74474136	12	CANDIDATO_REVISAR_PRINCIPAL	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (11) | PARQUE TREMENDAO (1)
74474137	7	BAIRROS_DIFERENTES	JARDIM DAS HORTENCIAS	JARDIM DAS HORTENCIAS (6) | JARDIN DAS HORTENCIAS (1)
74474200	42	CANDIDATO_REVISAR_PRINCIPAL	JARDIM VISTA BELA	JARDIM VISTA BELA (37) | JARDIM COLORADO (5)
74474204	10	BAIRROS_DIFERENTES	JARDIM VISTA BELA	JARDIM VISTA BELA (9) | ST MARABA (1)
74474208	9	BAIRROS_DIFERENTES	JARDIM VISTA BELA	JARDIM VISTA BELA (8) | JARDIM COLORADO (1)
74474212	14	CANDIDATO_REVISAR_PRINCIPAL	JARDIM VISTA BELA	JARDIM VISTA BELA (13) | JARDIM COLORADO (1)
74474250	23	CANDIDATO_REVISAR_PRINCIPAL	RESIDENCIAL ANGLO	RESIDENCIAL ANGLO (22) | JARDIM COLORADO (1)
74474257	4	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (1) | RESIDENCIAL ANGLO (1) | RESIDENCIAL JARDIM COLORADO (1) | JARDIM COLORADO SUL (1)
74474258	2	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (1) | RESIDENCIAL ANGLO (1)
74474410	29	BAIRROS_DIFERENTES	RESIDENCIAL PRIVE NORTE	RESIDENCIAL PRIVE NORTE (17) | DOM CONSTANTINO (11) | JARDIM DAS HORTENCIAS (1)
74474415	18	CANDIDATO_REVISAR_PRINCIPAL	RESIDENCIAL PRIVE NORTE	RESIDENCIAL PRIVE NORTE (17) | JARDIM COLORADO (1)
74474500	5	BAIRROS_DIFERENTES	JARDIM COLORADO EXTENSAO	JARDIM COLORADO EXTENSAO (3) | JARDIM COLORADO (2)
74474505	21	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (12) | JARDIM COLORADO EXTENSAO (9)
74474510	6	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (3) | JARDIM COLORADO EXTENSAO (2) | PARQUE TREMENDAO (1)
74474555	4	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (2) | JARDIM COLORADO SUL (2)
74474605	48	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (33) | JARDIM COLORADO I (14) | JARDIM DAS HORTENCIAS (1)
74474615	5	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (3) | JARDIM COLORADO I (2)
74474625	16	CANDIDATO_REVISAR_PRINCIPAL	JARDIM COLORADO	JARDIM COLORADO (13) | JARDIM COLORADO I (3)
74474635	2	BAIRROS_DIFERENTES	JARDIM COLORADO I	JARDIM COLORADO I (1) | JARDIM COLORADO (1)
74474640	23	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (16) | JARDIM COLORADO I (6) | NOROESTE (1)
74474645	15	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (11) | JARDIM COLORADO I (3) | JARDIM COLORADO L (1)
74474665	2	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (1) | JARDIM COLORADO II (1)
74474670	6	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (5) | JARDIM COLORADO II (1)
74474705	3	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (2) | JARDIM LAGO AZUL (1)
74475009	12	CANDIDATO_REVISAR_PRINCIPAL	PARQUE TREMENDAO	PARQUE TREMENDAO (11) | NOVO PLANALTO (1)
74475020	24	CANDIDATO_REVISAR_PRINCIPAL	PARQUE TREMENDAO	PARQUE TREMENDAO (23) | PARQUE TREMENDAO 2 (1)
74475060	4	BAIRROS_DIFERENTES	PARQUE TREMENDAO	PARQUE TREMENDAO (3) | JARDIM LIBERDADE (1)
74475075	7	BAIRROS_DIFERENTES	PARQUE TREMENDAO	PARQUE TREMENDAO (3) | VILAGE NOROESTE (2) | VILLAGE NOROESTE (1) | PARQUE TREMNDAO (1)
74475095	3	BAIRROS_DIFERENTES	PARQUE TREMENDAO	PARQUE TREMENDAO (2) | RESIDENCIAL VALE DOS CARAIBAS (1)
74475122	3	BAIRROS_DIFERENTES	VILA FINSOCIAL	VILA FINSOCIAL (2) | MORADA DO SOL (1)
74475137	6	BAIRROS_DIFERENTES	MORADA DO SOL	MORADA DO SOL (5) | SITIO RECREIO MORADA DO SOL (1)
74475143	13	CANDIDATO_REVISAR_PRINCIPAL	MORADA DO SOL	MORADA DO SOL (12) | VILA FINSOCIAL (1)
74475400	2	BAIRROS_DIFERENTES	VILA MUTIRAO II	VILA MUTIRAO II (1) | VILA MUTIRAO (1)
74475405	5	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (3) | VILA MUTIRAO II (2)
74475410	15	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (11) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (2)
74475415	3	BAIRROS_DIFERENTES	VILA MUTIRAO II	VILA MUTIRAO II (2) | VILA MUTIRAO (1)
74475417	3	BAIRROS_DIFERENTES	VILA MUTIRAO II	VILA MUTIRAO II (2) | VILA MUTIRAO (1)
74475420	18	BAIRROS_DIFERENTES	VILA MUTIRAO II	VILA MUTIRAO II (9) | VILA MUTIRAO (7) | JARDIM LIBERDADE (2)
74475425	3	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (2) | VILA MUTIRAO II (1)
74475430	4	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (3) | VILA MUTIRAO II (1)
74475440	9	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (7) | VILA MUTIRAO II (2)
74475450	10	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (6) | VILA MUTIRAO II (3) | JARDIM LIBERDADE (1)
74475455	5	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (3) | VILA MUTIRAO II (2)
74475460	30	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (17) | VILA MUTIRAO II (9) | JARDIM LIBERDADE (4)
74475463	9	BAIRROS_DIFERENTES	JARDIM LIBERDADE	JARDIM LIBERDADE (5) | VILA MUTIRAO II (4)
74475465	6	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (3) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (1)
74475467	7	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (5) | JARDIM LIBERDADE (2)
74475470	17	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (11) | VILA MUTIRAO II (6)
74475475	16	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (10) | VILA MUTIRAO II (6)
74475485	2	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (1) | JARDIM LIBERDADE (1)
74475520	47	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (43) | VILA MUTIRAO (4)
74475530	43	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (42) | LIBERDADE (1)
74475540	16	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (14) | VILA MUTIRAO (2)
74475550	24	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (23) | PERIM (1)
74475580	38	BAIRROS_DIFERENTES	JARDIM LIBERDADE	JARDIM LIBERDADE (34) | VILA MUTIRAO (2) | RESIDENCIAL FORTALEZA (1) | JARDIM VISTA BELA (1)
74475610	27	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (26) | NOVO PLANALTO (1)
74475630	4	BAIRROS_DIFERENTES	JARDIM LIBERDADE	JARDIM LIBERDADE (3) | VILA MUTIRAO (1)
74475660	77	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (74) | VILA MUTIRAO (3)
74475680	10	BAIRROS_DIFERENTES	JARDIM LIBERDADE	JARDIM LIBERDADE (9) | NOVO PLANALTO (1)
74475802	9	BAIRROS_DIFERENTES	PARQUE TREMENDAO	PARQUE TREMENDAO (7) | TREMENDAO (1) | PARQUE TREMENDAO 2 (1)
74476030	11	CANDIDATO_REVISAR_PRINCIPAL	RESIDENCIAL FORTALEZA	RESIDENCIAL FORTALEZA (10) | DA VITORIA (1)
74476065	7	BAIRROS_DIFERENTES	RESIDENCIAL FORTALEZA	RESIDENCIAL FORTALEZA (5) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)
74476100	3	BAIRROS_DIFERENTES	RESIDENCIAL FORTALEZA	RESIDENCIAL FORTALEZA (2) | CONDOMINIO TERRA NOVA (1)
74476110	9	BAIRROS_DIFERENTES	RESIDENCIAL FORTALEZA	RESIDENCIAL FORTALEZA (6) | JARDIM LIBERDADE (2) | VILA MUTIRAO (1)
74477009	2	BAIRROS_DIFERENTES	SAO CARLOS	SAO CARLOS (1) | DA VITORIA (1)
74477010	4	BAIRROS_DIFERENTES	DA VITORIA	DA VITORIA (2) | RESERVA CAMPO BELO (1) | CONDOMINIO TERRA NOVA (1)
74477012	10	BAIRROS_DIFERENTES	DA VITORIA	DA VITORIA (6) | JARDIM NOVA ESPERANCA (2) | CANDIDA DE MORAES (1) | SAO CARLOS (1)
74477076	4	BAIRROS_DIFERENTES	SAO CARLOS	SAO CARLOS (3) | DA VITORIA (1)
74477088	14	CANDIDATO_REVISAR_PRINCIPAL	SAO CARLOS	SAO CARLOS (13) | JARDIM NOVA ESPERANCA (1)
74480000	4	BAIRROS_DIFERENTES	JARDIM COLORADO	JARDIM COLORADO (1) | COLORADO (1) | CAPUAVA (1) | JARDIM NOVO MUNDO (1)
74480020	3	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (2) | JARDIM LIBERDADE (1)
74480030	41	CANDIDATO_REVISAR_PRINCIPAL	JARDIM LIBERDADE	JARDIM LIBERDADE (39) | VILA MUTIRAO (2)
74480040	9	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (6) | VILA MUTIRAO I (3)
74480060	55	BAIRROS_DIFERENTES	NOVO PLANALTO	NOVO PLANALTO (52) | VILA MUTIRAO (1) | JARDIM NOVA ESPERANCA (1) | MANSOES PARAISO (1)
74480070	29	BAIRROS_DIFERENTES	JARDIM LIBERDADE	JARDIM LIBERDADE (24) | NOVO PLANALTO (3) | VILA MUTIRAO (2)
74480110	29	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (13) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (5) | JARDIM CURITIBA IV (1)
74480120	13	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (7) | VILA MUTIRAO (5) | CURITIBA 4 (1)
74480140	14	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (9) | VILA MUTIRAO I (4) | JARDIM LIBERDADE (1)
74480150	18	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (9) | VILA MUTIRAO (8) | JARDIM LIBERDADE (1)
74480160	22	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (12) | VILA MUTIRAO (10)
74480170	20	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (13) | VILA MUTIRAO I (7)
74480180	26	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (16) | VILA MUTIRAO I (9) | VILA MULTIRAO I (1)
74480190	5	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (4) | VILA MUTIRAO I (1)
74480230	16	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (10) | VILA MUTIRAO I (6)
74480240	27	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (14) | VILA MUTIRAO (11) | CANDIDA DE MORAIS (1) | NOVO PLANALTO (1)
74480250	27	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (16) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (1)
74480260	29	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (16) | VILA MUTIRAO I (12) | RESIDENCIAL GREEN PARK (1)
74480270	20	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (10) | VILA MUTIRAO I (9) | JARDIM LIBERDADE (1)
74480280	20	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (10) | VILA MUTIRAO (9) | NOVO PLANALTO (1)
74480282	8	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (6) | VILA MUTIRAO I (2)
74480290	5	BAIRROS_DIFERENTES	VILA MUTIRAO	VILA MUTIRAO (3) | PERIM (1) | VILA MUTIRAO I (1)
74480300	15	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (9) | VILA MUTIRAO (5) | VILA MUTIRAO 1 (1)
74480310	7	BAIRROS_DIFERENTES	VILA MUTIRAO I	VILA MUTIRAO I (4) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1) | VILA MUTIRAO (1)
74480320	9	BAIRROS_DIFERENTES	JARDIM LIBERDADE	JARDIM LIBERDADE (4) | VILA MUTIRAO (4) | VILA MUTIRAO I (1)
74480330	45	CANDIDATO_REVISAR_PRINCIPAL	NOVO PLANALTO	NOVO PLANALTO (44) | JARDIM COLORADO (1)
74480340	41	CANDIDATO_REVISAR_PRINCIPAL	NOVO PLANALTO	NOVO PLANALTO (40) | JARDIM COLORADO (1)
74480350	52	BAIRROS_DIFERENTES	NOVO PLANALTO	NOVO PLANALTO (50) | JARDIM COLORADO (1) | CANDIDA DE MORAES (1)
74480355	47	CANDIDATO_REVISAR_PRINCIPAL	NOVO PLANALTO	NOVO PLANALTO (46) | JARDIM VISTA BELA (1)
74480382	19	BAIRROS_DIFERENTES	NOVO PLANALTO	NOVO PLANALTO (17) | VILA MARTINS (1) | RESIDENCIAL PRIVE NORTE (1)
74480387	3	BAIRROS_DIFERENTES	NOVO PLANALTO	NOVO PLANALTO (2) | PERIM (1)
74480390	29	CANDIDATO_REVISAR_PRINCIPAL	NOVO PLANALTO	NOVO PLANALTO (28) | JARDIM COLORADO (1)
74480430	23	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (18) | JARDIM CURITIBA (4) | JARDIM LIBERDADE (1)
74480440	17	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (14) | JARDIM CURITIBA (3)
74480450	40	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (30) | JARDIM CURITIBA (10)
74480460	15	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5) | PARQUE MARACANA (1)
74480470	7	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA	JARDIM CURITIBA (4) | JARDIM CURITIBA IV (2) | JARDIM CURITIBA I (1)
74480480	3	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (2) | JARDIM CURITIBA (1)
74480485	6	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA	JARDIM CURITIBA (3) | JARDIM CURITIBA LV (1) | JARDIM VISTA BELA (1) | JARDIM CURITIBA IV (1)
74480500	5	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (1)
74480510	2	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA	JARDIM CURITIBA (1) | JARDIM CURITIBA IV (1)
74480520	11	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (10) | JARDIM CURITIBA (1)
74480530	17	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (15) | JARDIM CURITIBA (2)
74480540	6	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (5) | JARDIM CURITIBA (1)
74480550	6	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (4) | JARDIM CURITIBA (2)
74480560	14	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (9) | JARDIM CURITIBA (5)
74480570	10	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (8) | JARDIM CURITIBA (2)
74480590	6	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (4) | RESIDENCIAL FORTALEZA (1) | JARDIM CURITIBA (1)
74480600	2	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (1) | JARDIM CURITIBA (1)
74480610	5	CANDIDATO_REVISAR_EQUIVALENCIA	JARDIM CURITIBA IV	JARDIM CURITIBA IV (2) | JARDIM CURITIBA (2) | PARQUE TREMENDAO (1)
