CEP	BAIRRO_CANDIDATO	CLIENTES	PERCENTUAL	STATUS	FAMILIAS
74463165	CANDIDA DE MORAIS	19	63.2	REVISAR_AMBIGUO	CANDIDA DE MORAIS (12) | CANDIDA DE MORAES (4) | SANTOS DUMONT (2) | CANDIDAS DE MORAIS (1)
74463170	CANDIDA DE MORAES	18	55.6	REVISAR_AMBIGUO	CANDIDA DE MORAES (10) | CANDIDA DE MORAIS (8)
74463190	CANDIDA DE MORAIS	14	85.7	REVISAR_80	CANDIDA DE MORAIS (12) | CANDIDA DE MORAES (2)
74463200	CANDIDA DE MORAIS	44	70.5	REVISAR_AMBIGUO	CANDIDA DE MORAIS (31) | CANDIDA DE MORAES (11) | CANDIDADE MORAES (1) | JARDIM NOVA ESPERANCA (1)
74463210	CANDIDA DE MORAIS	22	63.6	REVISAR_AMBIGUO	CANDIDA DE MORAIS (14) | CANDIDA DE MORAES (7) | CENTRO (1)
74463220	CANDIDA DE MORAIS	29	55.2	REVISAR_AMBIGUO	CANDIDA DE MORAIS (16) | CANDIDA DE MORAES (13)
74463230	CANDIDA DE MORAIS	20	65.0	REVISAR_AMBIGUO	CANDIDA DE MORAIS (13) | CANDIDA DE MORAES (7)
74463240	CANDIDA DE MORAES	22	50.0	REVISAR_AMBIGUO	CANDIDA DE MORAES (11) | CANDIDA DE MORAIS (10) | JARDIM NOVA ESPERANCA (1)
74463250	CANDIDA DE MORAIS	8	62.5	REVISAR_AMBIGUO	CANDIDA DE MORAIS (5) | CANDIDA DE MORAES (3)
74463260	CANDIDA DE MORAIS	23	69.6	REVISAR_AMBIGUO	CANDIDA DE MORAIS (16) | CANDIDA DE MORAES (7)
74463270	CANDIDA DE MORAIS	6	50.0	REVISAR_AMBIGUO	CANDIDA DE MORAIS (3) | CANDIDA DE MORAES (2) | SANTOS DUMONT (1)
74463280	CANDIDA DE MORAES	292	91.1	REVISAR_80	CANDIDA DE MORAES (266) | CANDIDA DE MORAIS (22) | JARDIM NOVA ESPERANCA (3) | CANDIDO DE MORAES (1)
74463290	CANDIDA DE MORAIS	4	50.0	REVISAR_AMBIGUO	CANDIDA DE MORAIS (2) | CANDIDA DE MORAES (1) | CAPUAVA (1)
74463317	CANDIDA DE MORAIS	2	50.0	REVISAR_AMBIGUO	CANDIDA DE MORAIS (1) | CAPUAVA (1)
74463320	CANDIDA DE MORAIS	15	86.7	REVISAR_80	CANDIDA DE MORAIS (13) | CANDIDA DE MORAES (2)
74463330	CANDIDA DE MORAIS	16	62.5	REVISAR_AMBIGUO	CANDIDA DE MORAIS (10) | CANDIDA DE MORAES (6)
74463340	SANTOS DUMONT	16	75.0	REVISAR_AMBIGUO	SANTOS DUMONT (12) | CANDIDA DE MORAES (4)
74463375	CANDIDA DE MORAES	2	50.0	REVISAR_AMBIGUO	CANDIDA DE MORAES (1) | SANTOS DUMONT (1)
74463380	SANTOS DUMONT	24	95.8	REVISAR_95	SANTOS DUMONT (23) | JARDIM NOVA ESPERANCA (1)
74463615	SANTOS DUMONT	5	60.0	REVISAR_AMBIGUO	SANTOS DUMONT (3) | CANDIDA DE MORAIS (1) | JARDIM NOVA ESPERANCA (1)
74463850	JARDIM BONANZA	6	83.3	REVISAR_80	JARDIM BONANZA (5) | SANTOS DUMONT (1)
74464120	JARDIM NOVO PETROPOLIS	2	50.0	REVISAR_AMBIGUO	JARDIM NOVO PETROPOLIS (1) | JARDIM PETROPOLIS (1)
74464130	JARDIM PETROPOLIS	4	50.0	REVISAR_AMBIGUO	JARDIM PETROPOLIS (2) | JARDIM NOVO PETROPOLIS (2)
74464135	JARDIM NOVO PETROPOLIS	11	81.8	REVISAR_80	JARDIM NOVO PETROPOLIS (9) | JARDIM PETROPOLIS (2)
74464155	RESIDENCIAL 14 BIS EXTENSAO	4	75.0	REVISAR_AMBIGUO	RESIDENCIAL 14 BIS EXTENSAO (3) | RESIDENCIAL 14 BIS (1)
74465010	JARDIM NOVA ESPERANCA	33	97.0	REVISAR_95	JARDIM NOVA ESPERANCA (32) | JARDIM NOVA ESPERANCAA (1)
74465025	JARDIM NOVA ESPERANCA	15	86.7	REVISAR_80	JARDIM NOVA ESPERANCA (13) | CANDIDA DE MORAIS (1) | CANDIDA DE MORAES (1)
74465050	JARDIM NOVA ESPERANCA	46	97.8	REVISAR_95	JARDIM NOVA ESPERANCA (45) | NOVA ESPERANCA (1)
74465080	PARQUE TREMENDAO	2	50.0	REVISAR_AMBIGUO	PARQUE TREMENDAO (1) | JARDIM NOVA ESPERANCA (1)
74465090	JARDIM NOVA ESPERANCA	4	75.0	REVISAR_AMBIGUO	JARDIM NOVA ESPERANCA (3) | PARQUE DAS FLORES (1)
74465100	JARDIM NOVA ESPERANCA	81	97.5	REVISAR_80	JARDIM NOVA ESPERANCA (79) | NOVA ESPERANCA (1) | JARDIM GRAMADO (1)
74465140	JARDIM NOVA ESPERANCA	130	63.8	REVISAR_AMBIGUO	JARDIM NOVA ESPERANCA (83) | JARDIM COLORADO (13) | JARDIM DAS HORTENCIAS (8) | NOVO PLANALTO (5) | MARABA (4) | CANDIDA DE MORAES (3) | NOROESTE (2) | NOVA ESPERANCA (2) | MANSOES PARAISO (2) | JARDIM LIBERDADE (2) | VILA FINSOCIAL (1) | RESIDENCIAL MANSOES PARAISO (1) | JARDIM HELLOU (1) | PARQUE TREMENDAO (1) | MORADA DO SOL (1) | ALBINO BOAVENTURA (1)
74465190	JARDIM NOVA ESPERANCA	57	98.2	REVISAR_95	JARDIM NOVA ESPERANCA (56) | NOVA ESPERANCA (1)
74465215	JARDIM NOVA ESPERANCA	18	94.4	REVISAR_80	JARDIM NOVA ESPERANCA (17) | PARQUE TREMENDAO (1)
74465280	JARDIM NOVA ESPERANCA	60	95.0	REVISAR_80	JARDIM NOVA ESPERANCA (57) | SANTOS DUMONT (1) | CANDIDA DE MORAES (1) | NOVA ESPERANCA (1)
74465310	JARDIM NOVA ESPERANCA	24	87.5	REVISAR_80	JARDIM NOVA ESPERANCA (21) | JARDIM NOVO MUNDO (2) | BARRA DA TIJUCA (1)
74465360	JARDIM NOVA ESPERANCA	6	83.3	REVISAR_80	JARDIM NOVA ESPERANCA (5) | NOVA ESPERANCA (1)
74465390	JARDIM NOVA ESPERANCA	46	95.7	REVISAR_95	JARDIM NOVA ESPERANCA (44) | NOVA ESPERANCA (2)
74465445	JARDIM NOVA ESPERANCA	306	91.2	REVISAR_80	JARDIM NOVA ESPERANCA (279) | CANDIDA DE MORAES (26) | JARDIM COLORADO (1)
74465524	MARABA	19	89.5	REVISAR_80	MARABA (17) | NOROESTE (2)
74465527	MARABA	6	83.3	REVISAR_80	MARABA (5) | RESIDENCIAL SAO MARCOS (1)
74465553	NOROESTE	2	50.0	REVISAR_AMBIGUO	NOROESTE (1) | MARABA (1)
74470015	FAZENDA CAVEIRA	5	40.0	REVISAR_AMBIGUO	FAZENDA CAVEIRA (2) | CHACARAS MANSOES ROSAS DE OURO (2) | RESIDENCIAL ANGLO (1)
74470065	RECREIO SAO JOAQUIM	2	50.0	REVISAR_AMBIGUO	RECREIO SAO JOAQUIM (1) | CHACARAS DE RECREIO SAO JOAQUIM (1)
74470071	CHACARAS MANSOES ROSAS DE OURO	3	66.7	REVISAR_AMBIGUO	CHACARAS MANSOES ROSAS DE OURO (2) | MANSOES ROSAS DE OURO (1)
74470275	SANTOS DUMONT	3	33.3	REVISAR_AMBIGUO	SANTOS DUMONT (1) | RECREIO SAO JOAQUIM (1) | CHACARAS DE RECREIO SAO JOAQUIM (1)
74470700	RESIDENCIAL JARDIM HELOU	10	70.0	REVISAR_AMBIGUO	RESIDENCIAL JARDIM HELOU (7) | JARDIM HELLOU (3)
74470705	JARDIM HELLOU	23	56.5	REVISAR_AMBIGUO	JARDIM HELLOU (13) | RESIDENCIAL JARDIM HELOU (7) | JARDIM VISTA BELA (2) | JARDIM NOVA ESPERANCA (1)
74470710	JARDIM HELLOU	17	58.8	REVISAR_AMBIGUO	JARDIM HELLOU (10) | RESIDENCIAL JARDIM HELOU (2) | JARDIM HELOU (1) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1) | CHACARAS MANSOES ROSAS DE OURO (1) | JARDIM CAMARGO (1)
74470750	RESIDENCIAL JARDIM HELOU	3	66.7	REVISAR_AMBIGUO	RESIDENCIAL JARDIM HELOU (2) | JARDIM HELLOU (1)
74470760	RESIDENCIAL JARDIM HELOU	3	33.3	REVISAR_AMBIGUO	RESIDENCIAL JARDIM HELOU (1) | JARDIM COLORADO (1) | JARDIM HELLOU (1)
74470825	JARDIM CAMARGO	11	63.6	REVISAR_AMBIGUO	JARDIM CAMARGO (7) | RESIDENCIAL JARDIM CAMARGO (3) | JARDIM COLORADO (1)
74470850	JARDIM CAMARGO	17	64.7	REVISAR_AMBIGUO	JARDIM CAMARGO (11) | RESIDENCIAL JARDIM CAMARGO (6)
74470855	JARDIM HELLOU	5	40.0	REVISAR_AMBIGUO	JARDIM HELLOU (2) | JARDIM CAMARGO (2) | RESIDENCIAL JARDIM CAMARGO (1)
74473530	VILA FINSOCIAL	4	75.0	REVISAR_AMBIGUO	VILA FINSOCIAL (3) | FINSOCIAL (1)
74473782	VILA FINSOCIAL	3	66.7	REVISAR_AMBIGUO	VILA FINSOCIAL (2) | FINSOCIAL (1)
74473792	VILA FINSOCIAL	6	83.3	REVISAR_80	VILA FINSOCIAL (5) | FINSOCIAL (1)
74473838	RESIDENCIAL MARINGA	12	83.3	REVISAR_80	RESIDENCIAL MARINGA (10) | JARDIM COLORADO (2)
74474000	JARDIM COLORADO	6	83.3	REVISAR_80	JARDIM COLORADO (5) | PARQUE TREMENDAO (1)
74474001	JARDIM COLORADO	20	90.0	REVISAR_80	JARDIM COLORADO (18) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474003	JARDIM COLORADO	15	93.3	REVISAR_80	JARDIM COLORADO (14) | JARDIM HELLOU (1)
74474006	JARDIM COLORADO	85	97.6	REVISAR_80	JARDIM COLORADO (83) | JARDIM COLORADO QD 12 LT 11 (1) | SAO CARLOS (1)
74474008	JARDIM COLORADO	7	71.4	REVISAR_AMBIGUO	JARDIM COLORADO (5) | JARDIM VISTA BELA (1) | PARQUE TREMENDAO (1)
74474009	JARDIM COLORADO	60	98.3	REVISAR_95	JARDIM COLORADO (59) | JARDIM DAS HORTENCIAS (1)
74474010	JARDIM COLORADO	12	66.7	REVISAR_AMBIGUO	JARDIM COLORADO (8) | JARDIM DAS HORTENCIAS (4)
74474011	JARDIM COLORADO	59	96.6	REVISAR_80	JARDIM COLORADO (57) | RESIDENCIAL JARDIM COLORADO (1) | JARDIM DAS HORTENCIAS (1)
74474015	JARDIM COLORADO	10	90.0	REVISAR_80	JARDIM COLORADO (9) | MANSOES PARAISO (1)
74474017	JARDIM COLORADO	14	92.9	REVISAR_80	JARDIM COLORADO (13) | NOVO PLANALTO (1)
74474018	JARDIM COLORADO	33	97.0	REVISAR_95	JARDIM COLORADO (32) | JARDIM COLORADO 1 (1)
74474022	JARDIM COLORADO	9	88.9	REVISAR_80	JARDIM COLORADO (8) | JARDIM VISTA BELA (1)
74474023	JARDIM COLORADO	33	97.0	REVISAR_95	JARDIM COLORADO (32) | PARQUE TREMENDAO (1)
74474024	JARDIM COLORADO	11	54.5	REVISAR_AMBIGUO	JARDIM COLORADO (6) | JARDIM HELLOU (2) | JARDIM VISTA BELA (2) | JARDIM CAMARGO (1)
74474030	VISTA BELA	3	66.7	REVISAR_AMBIGUO	VISTA BELA (2) | JARDIM VISTA BELA (1)
74474031	JARDIM COLORADO	6	83.3	REVISAR_80	JARDIM COLORADO (5) | RESIDENCIAL FORTALEZA (1)
74474038	JARDIM COLORADO	4	50.0	REVISAR_AMBIGUO	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (2)
74474040	JARDIM COLORADO	3	66.7	REVISAR_AMBIGUO	JARDIM COLORADO (2) | JARDIM DAS HORTENCIAS (1)
74474041	JARDIM COLORADO	9	88.9	REVISAR_80	JARDIM COLORADO (8) | NOVO PLANALTO (1)
74474047	JARDIM COLORADO	52	98.1	REVISAR_95	JARDIM COLORADO (51) | VILA MUTIRAO (1)
74474048	JARDIM COLORADO	45	95.6	REVISAR_80	JARDIM COLORADO (43) | JARDIM DAS HORTENCIAS (1) | JARDIM VISTA BELA (1)
74474103	JARDIM DAS HORTENCIAS	34	97.1	REVISAR_95	JARDIM DAS HORTENCIAS (33) | PARQUE TREMENDAO (1)
74474108	JARDIM DAS HORTENCIAS	3	66.7	REVISAR_AMBIGUO	JARDIM DAS HORTENCIAS (2) | JARDIM COLORADO (1)
74474110	JARDIM DAS HORTENCIAS	4	75.0	REVISAR_AMBIGUO	JARDIM DAS HORTENCIAS (3) | JARDIM CURITIBA IV (1)
74474114	JARDIM DAS HORTENCIAS	3	66.7	REVISAR_AMBIGUO	JARDIM DAS HORTENCIAS (2) | JARDIM VISTA BELA (1)
74474115	JARDIM DAS HORTENCIAS	10	90.0	REVISAR_80	JARDIM DAS HORTENCIAS (9) | RESIDENCIAL MARINGA (1)
74474119	JARDIM COLORADO	2	50.0	REVISAR_AMBIGUO	JARDIM COLORADO (1) | JARDIM DAS HORTENCIAS (1)
74474123	JARDIM DAS HORTENCIAS	17	94.1	REVISAR_80	JARDIM DAS HORTENCIAS (16) | JARDIM COLORADO (1)
74474129	JARDIM DAS HORTENCIAS	12	91.7	REVISAR_80	JARDIM DAS HORTENCIAS (11) | JARDIM COLORADO (1)
74474136	JARDIM DAS HORTENCIAS	12	91.7	REVISAR_80	JARDIM DAS HORTENCIAS (11) | PARQUE TREMENDAO (1)
74474137	JARDIM DAS HORTENCIAS	7	85.7	REVISAR_80	JARDIM DAS HORTENCIAS (6) | JARDIN DAS HORTENCIAS (1)
74474140	JARDIM DAS HORTENCIAS	25	64.0	REVISAR_AMBIGUO	JARDIM DAS HORTENCIAS (16) | JARDIM CURITIBA IV (2) | PARQUE TREMENDAO (2) | CANDIDA DE MORAES (1) | RESIDENCIAL GREEN PARK (1) | PORTAL DAS HORTENCIAS (1) | JARDIM COLORADO (1) | NOVO PLANALTO (1)
74474200	JARDIM VISTA BELA	42	88.1	REVISAR_80	JARDIM VISTA BELA (37) | JARDIM COLORADO (5)
74474203	JARDIM VISTA BELA	60	90.0	REVISAR_80	JARDIM VISTA BELA (54) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1) | MANSOES PARAISO (1) | VISTA BELA (1) | JARDIM DAS HORTENCIAS (1) | PARQUE TREMENDAO (1)
74474204	JARDIM VISTA BELA	10	90.0	REVISAR_80	JARDIM VISTA BELA (9) | ST MARABA (1)
74474208	JARDIM VISTA BELA	9	88.9	REVISAR_80	JARDIM VISTA BELA (8) | JARDIM COLORADO (1)
74474212	JARDIM VISTA BELA	14	92.9	REVISAR_80	JARDIM VISTA BELA (13) | JARDIM COLORADO (1)
74474250	RESIDENCIAL ANGLO	23	95.7	REVISAR_95	RESIDENCIAL ANGLO (22) | JARDIM COLORADO (1)
74474257	RESIDENCIAL JARDIM COLORADO	4	25.0	REVISAR_AMBIGUO	RESIDENCIAL JARDIM COLORADO (1) | JARDIM COLORADO SUL (1) | RESIDENCIAL ANGLO (1) | JARDIM COLORADO (1)
74474258	JARDIM COLORADO	2	50.0	REVISAR_AMBIGUO	JARDIM COLORADO (1) | RESIDENCIAL ANGLO (1)
74474410	RESIDENCIAL PRIVE NORTE	29	58.6	REVISAR_AMBIGUO	RESIDENCIAL PRIVE NORTE (17) | DOM CONSTANTINO (11) | JARDIM DAS HORTENCIAS (1)
74474415	RESIDENCIAL PRIVE NORTE	18	94.4	REVISAR_80	RESIDENCIAL PRIVE NORTE (17) | JARDIM COLORADO (1)
74474500	JARDIM COLORADO EXTENSAO	5	60.0	REVISAR_AMBIGUO	JARDIM COLORADO EXTENSAO (3) | JARDIM COLORADO (2)
74474505	JARDIM COLORADO	21	57.1	REVISAR_AMBIGUO	JARDIM COLORADO (12) | JARDIM COLORADO EXTENSAO (9)
74474510	JARDIM COLORADO	6	50.0	REVISAR_AMBIGUO	JARDIM COLORADO (3) | JARDIM COLORADO EXTENSAO (2) | PARQUE TREMENDAO (1)
74474555	JARDIM COLORADO	4	50.0	REVISAR_AMBIGUO	JARDIM COLORADO (2) | JARDIM COLORADO SUL (2)
74474605	JARDIM COLORADO	48	68.8	REVISAR_AMBIGUO	JARDIM COLORADO (33) | JARDIM COLORADO I (14) | JARDIM DAS HORTENCIAS (1)
74474615	JARDIM COLORADO	5	60.0	REVISAR_AMBIGUO	JARDIM COLORADO (3) | JARDIM COLORADO I (2)
74474625	JARDIM COLORADO	16	81.2	REVISAR_80	JARDIM COLORADO (13) | JARDIM COLORADO I (3)
74474635	JARDIM COLORADO I	2	50.0	REVISAR_AMBIGUO	JARDIM COLORADO I (1) | JARDIM COLORADO (1)
74474640	JARDIM COLORADO	23	69.6	REVISAR_AMBIGUO	JARDIM COLORADO (16) | JARDIM COLORADO I (6) | NOROESTE (1)
74474645	JARDIM COLORADO	15	73.3	REVISAR_AMBIGUO	JARDIM COLORADO (11) | JARDIM COLORADO I (3) | JARDIM COLORADO L (1)
74474665	JARDIM COLORADO	2	50.0	REVISAR_AMBIGUO	JARDIM COLORADO (1) | JARDIM COLORADO II (1)
74474670	JARDIM COLORADO	6	83.3	REVISAR_80	JARDIM COLORADO (5) | JARDIM COLORADO II (1)
74474705	JARDIM COLORADO	3	66.7	REVISAR_AMBIGUO	JARDIM COLORADO (2) | JARDIM LAGO AZUL (1)
74475009	PARQUE TREMENDAO	12	91.7	REVISAR_80	PARQUE TREMENDAO (11) | NOVO PLANALTO (1)
74475020	PARQUE TREMENDAO	24	95.8	REVISAR_95	PARQUE TREMENDAO (23) | PARQUE TREMENDAO 2 (1)
74475060	PARQUE TREMENDAO	4	75.0	REVISAR_AMBIGUO	PARQUE TREMENDAO (3) | JARDIM LIBERDADE (1)
74475075	PARQUE TREMENDAO	7	42.9	REVISAR_AMBIGUO	PARQUE TREMENDAO (3) | VILAGE NOROESTE (2) | VILLAGE NOROESTE (1) | PARQUE TREMNDAO (1)
74475095	PARQUE TREMENDAO	3	66.7	REVISAR_AMBIGUO	PARQUE TREMENDAO (2) | RESIDENCIAL VALE DOS CARAIBAS (1)
74475122	VILA FINSOCIAL	3	66.7	REVISAR_AMBIGUO	VILA FINSOCIAL (2) | MORADA DO SOL (1)
74475137	MORADA DO SOL	6	83.3	REVISAR_80	MORADA DO SOL (5) | SITIO RECREIO MORADA DO SOL (1)
74475143	MORADA DO SOL	13	92.3	REVISAR_80	MORADA DO SOL (12) | VILA FINSOCIAL (1)
74475400	VILA MUTIRAO II	2	50.0	REVISAR_AMBIGUO	VILA MUTIRAO II (1) | VILA MUTIRAO (1)
74475405	VILA MUTIRAO	5	60.0	REVISAR_AMBIGUO	VILA MUTIRAO (3) | VILA MUTIRAO II (2)
74475410	VILA MUTIRAO	15	73.3	REVISAR_AMBIGUO	VILA MUTIRAO (11) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (2)
74475415	VILA MUTIRAO II	3	66.7	REVISAR_AMBIGUO	VILA MUTIRAO II (2) | VILA MUTIRAO (1)
74475417	VILA MUTIRAO II	3	66.7	REVISAR_AMBIGUO	VILA MUTIRAO II (2) | VILA MUTIRAO (1)
74475420	VILA MUTIRAO II	18	50.0	REVISAR_AMBIGUO	VILA MUTIRAO II (9) | VILA MUTIRAO (7) | JARDIM LIBERDADE (2)
74475425	VILA MUTIRAO	3	66.7	REVISAR_AMBIGUO	VILA MUTIRAO (2) | VILA MUTIRAO II (1)
74475430	VILA MUTIRAO	4	75.0	REVISAR_AMBIGUO	VILA MUTIRAO (3) | VILA MUTIRAO II (1)
74475440	VILA MUTIRAO	9	77.8	REVISAR_AMBIGUO	VILA MUTIRAO (7) | VILA MUTIRAO II (2)
74475450	VILA MUTIRAO	10	60.0	REVISAR_AMBIGUO	VILA MUTIRAO (6) | VILA MUTIRAO II (3) | JARDIM LIBERDADE (1)
74475455	VILA MUTIRAO	5	60.0	REVISAR_AMBIGUO	VILA MUTIRAO (3) | VILA MUTIRAO II (2)
74475460	VILA MUTIRAO	30	56.7	REVISAR_AMBIGUO	VILA MUTIRAO (17) | VILA MUTIRAO II (9) | JARDIM LIBERDADE (4)
74475463	JARDIM LIBERDADE	9	55.6	REVISAR_AMBIGUO	JARDIM LIBERDADE (5) | VILA MUTIRAO II (4)
74475465	VILA MUTIRAO	6	50.0	REVISAR_AMBIGUO	VILA MUTIRAO (3) | VILA MUTIRAO II (2) | JARDIM LIBERDADE (1)
74475467	VILA MUTIRAO	7	71.4	REVISAR_AMBIGUO	VILA MUTIRAO (5) | JARDIM LIBERDADE (2)
74475470	VILA MUTIRAO	17	64.7	REVISAR_AMBIGUO	VILA MUTIRAO (11) | VILA MUTIRAO II (6)
74475475	VILA MUTIRAO	16	62.5	REVISAR_AMBIGUO	VILA MUTIRAO (10) | VILA MUTIRAO II (6)
74475485	JARDIM LIBERDADE	2	50.0	REVISAR_AMBIGUO	JARDIM LIBERDADE (1) | VILA MUTIRAO (1)
74475520	JARDIM LIBERDADE	47	91.5	REVISAR_80	JARDIM LIBERDADE (43) | VILA MUTIRAO (4)
74475530	JARDIM LIBERDADE	43	97.7	REVISAR_95	JARDIM LIBERDADE (42) | LIBERDADE (1)
74475540	JARDIM LIBERDADE	16	87.5	REVISAR_80	JARDIM LIBERDADE (14) | VILA MUTIRAO (2)
74475550	JARDIM LIBERDADE	24	95.8	REVISAR_95	JARDIM LIBERDADE (23) | PERIM (1)
74475580	JARDIM LIBERDADE	38	89.5	REVISAR_80	JARDIM LIBERDADE (34) | VILA MUTIRAO (2) | JARDIM VISTA BELA (1) | RESIDENCIAL FORTALEZA (1)
74475610	JARDIM LIBERDADE	27	96.3	REVISAR_95	JARDIM LIBERDADE (26) | NOVO PLANALTO (1)
74475630	JARDIM LIBERDADE	4	75.0	REVISAR_AMBIGUO	JARDIM LIBERDADE (3) | VILA MUTIRAO (1)
74475660	JARDIM LIBERDADE	77	96.1	REVISAR_95	JARDIM LIBERDADE (74) | VILA MUTIRAO (3)
74475680	JARDIM LIBERDADE	10	90.0	REVISAR_80	JARDIM LIBERDADE (9) | NOVO PLANALTO (1)
74475802	PARQUE TREMENDAO	9	77.8	REVISAR_AMBIGUO	PARQUE TREMENDAO (7) | PARQUE TREMENDAO 2 (1) | TREMENDAO (1)
74476030	RESIDENCIAL FORTALEZA	11	90.9	REVISAR_80	RESIDENCIAL FORTALEZA (10) | DA VITORIA (1)
74476065	RESIDENCIAL FORTALEZA	7	71.4	REVISAR_AMBIGUO	RESIDENCIAL FORTALEZA (5) | NOVO PLANALTO (1) | JARDIM LIBERDADE (1)
74476100	RESIDENCIAL FORTALEZA	3	66.7	REVISAR_AMBIGUO	RESIDENCIAL FORTALEZA (2) | CONDOMINIO TERRA NOVA (1)
74476110	RESIDENCIAL FORTALEZA	9	66.7	REVISAR_AMBIGUO	RESIDENCIAL FORTALEZA (6) | JARDIM LIBERDADE (2) | VILA MUTIRAO (1)
74477009	SAO CARLOS	2	50.0	REVISAR_AMBIGUO	SAO CARLOS (1) | DA VITORIA (1)
74477010	DA VITORIA	4	50.0	REVISAR_AMBIGUO	DA VITORIA (2) | CONDOMINIO TERRA NOVA (1) | RESERVA CAMPO BELO (1)
74477012	DA VITORIA	10	60.0	REVISAR_AMBIGUO	DA VITORIA (6) | JARDIM NOVA ESPERANCA (2) | CANDIDA DE MORAES (1) | SAO CARLOS (1)
74477076	SAO CARLOS	4	75.0	REVISAR_AMBIGUO	SAO CARLOS (3) | DA VITORIA (1)
74477088	SAO CARLOS	14	92.9	REVISAR_80	SAO CARLOS (13) | JARDIM NOVA ESPERANCA (1)
74480000	COLORADO	4	25.0	REVISAR_AMBIGUO	COLORADO (1) | CAPUAVA (1) | JARDIM NOVO MUNDO (1) | JARDIM COLORADO (1)
74480020	VILA MUTIRAO	3	66.7	REVISAR_AMBIGUO	VILA MUTIRAO (2) | JARDIM LIBERDADE (1)
74480030	JARDIM LIBERDADE	41	95.1	REVISAR_95	JARDIM LIBERDADE (39) | VILA MUTIRAO (2)
74480040	VILA MUTIRAO	9	66.7	REVISAR_AMBIGUO	VILA MUTIRAO (6) | VILA MUTIRAO I (3)
74480060	NOVO PLANALTO	55	94.5	REVISAR_80	NOVO PLANALTO (52) | VILA MUTIRAO (1) | JARDIM NOVA ESPERANCA (1) | MANSOES PARAISO (1)
74480070	JARDIM LIBERDADE	29	82.8	REVISAR_80	JARDIM LIBERDADE (24) | NOVO PLANALTO (3) | VILA MUTIRAO (2)
74480110	VILA MUTIRAO	29	44.8	REVISAR_AMBIGUO	VILA MUTIRAO (13) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (5) | JARDIM CURITIBA IV (1)
74480120	VILA MUTIRAO I	13	53.8	REVISAR_AMBIGUO	VILA MUTIRAO I (7) | VILA MUTIRAO (5) | CURITIBA 4 (1)
74480140	VILA MUTIRAO	14	64.3	REVISAR_AMBIGUO	VILA MUTIRAO (9) | VILA MUTIRAO I (4) | JARDIM LIBERDADE (1)
74480150	VILA MUTIRAO I	18	50.0	REVISAR_AMBIGUO	VILA MUTIRAO I (9) | VILA MUTIRAO (8) | JARDIM LIBERDADE (1)
74480160	VILA MUTIRAO I	22	54.5	REVISAR_AMBIGUO	VILA MUTIRAO I (12) | VILA MUTIRAO (10)
74480170	VILA MUTIRAO	20	65.0	REVISAR_AMBIGUO	VILA MUTIRAO (13) | VILA MUTIRAO I (7)
74480180	VILA MUTIRAO	26	61.5	REVISAR_AMBIGUO	VILA MUTIRAO (16) | VILA MUTIRAO I (9) | VILA MULTIRAO I (1)
74480190	VILA MUTIRAO	5	60.0	REVISAR_AMBIGUO	VILA MUTIRAO (3) | VILA MULTIRAO (1) | VILA MUTIRAO I (1)
74480230	VILA MUTIRAO	16	62.5	REVISAR_AMBIGUO	VILA MUTIRAO (10) | VILA MUTIRAO I (6)
74480240	VILA MUTIRAO I	27	51.9	REVISAR_AMBIGUO	VILA MUTIRAO I (14) | VILA MUTIRAO (11) | CANDIDA DE MORAIS (1) | NOVO PLANALTO (1)
74480250	VILA MUTIRAO	27	55.6	REVISAR_AMBIGUO	VILA MUTIRAO (15) | VILA MUTIRAO I (10) | JARDIM LIBERDADE (1) | VILA MULTIRAO (1)
74480260	VILA MUTIRAO	29	55.2	REVISAR_AMBIGUO	VILA MUTIRAO (16) | VILA MUTIRAO I (12) | RESIDENCIAL GREEN PARK (1)
74480270	VILA MUTIRAO	20	50.0	REVISAR_AMBIGUO	VILA MUTIRAO (10) | VILA MUTIRAO I (9) | JARDIM LIBERDADE (1)
74480280	VILA MUTIRAO I	20	50.0	REVISAR_AMBIGUO	VILA MUTIRAO I (10) | VILA MUTIRAO (9) | NOVO PLANALTO (1)
74480282	VILA MUTIRAO	8	75.0	REVISAR_AMBIGUO	VILA MUTIRAO (6) | VILA MUTIRAO I (2)
74480290	VILA MUTIRAO	5	60.0	REVISAR_AMBIGUO	VILA MUTIRAO (3) | VILA MUTIRAO I (1) | PERIM (1)
74480300	VILA MUTIRAO I	15	60.0	REVISAR_AMBIGUO	VILA MUTIRAO I (9) | VILA MUTIRAO (4) | VILA MULTIRAO (1) | VILA MUTIRAO 1 (1)
74480310	VILA MUTIRAO I	7	57.1	REVISAR_AMBIGUO	VILA MUTIRAO I (4) | VILA MUTIRAO (1) | JARDIM LIBERDADE (1) | NOVO PLANALTO (1)
74480320	JARDIM LIBERDADE	9	44.4	REVISAR_AMBIGUO	JARDIM LIBERDADE (4) | VILA MUTIRAO (4) | VILA MUTIRAO I (1)
